Unnamed: 0,Make:,Model:,Year:,Body type:,Exterior color:,Interior color:,Mileage:,VIN:,Stock number:,Price:,Dealer Name:,Dealer Address:,Trim:,Dealer's Price:,Delivery:,Price + Delivery:,MSRP:,Location:,Transmission:,Exterior Color:,Interior Color:,Est. Gas Mileage*:,Battery Performance:,Engine:,Drivetrain:,Fuel Type:,Stock #:,Condition:,Cabin Size:,NHTSA Overall Safety Rating:
0,Ford,Bronco,2022.0,SUV / crossover,Race Red,Red (Pv),15 mi,1FMDE5CP9NLB31549,221306,"$51,895",SouthWest Ford,"3000 Fort Worth Hwy Weatherford, TX 76087",,,,,,,,,,,,,,,,,,
1,Ford,Bronco,2022.0,SUV / crossover,CACTUS GRAY,STONE/BLACK,0 mi,1FMEE5DP8NLB35076,F11676,"$32,219",DeMontrond Ford,"3944 US 59 S Cleveland, TX 77328",,,,,,,,,,,,,,,,,,
2,Ford,Bronco,2022.0,SUV / crossover,Blue (Area 51),CLOTH SANDSTONE/BLK SEATS BLACK ONYX INTERIOR,0 mi,1FMDE5AH3NLB11244,NLB11244,"$37,800",Westway Ford,"801 W. Airport Fwy. Irving, TX 75062",Big Bend 2-Door 4WD,,,,,,,,,,,,,,,,,
3,Ford,Bronco,2022.0,SUV / crossover,Blue (AREA 51),GRAY/BLACK,0 mi,1FMDE5BH9NLB12171,F11583,"$40,669",DeMontrond Ford,"3944 US 59 S Cleveland, TX 77328",,,,,,,,,,,,,,,,,,
4,Ford,Bronco,2022.0,SUV / crossover,HOT Pepper Red MET Tint,Dark Space Gray,0 mi,1FMDE5BH2NLA84536,NLA84536,"$41,905",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",Big Bend 4-Door 4WD,,,,,,,,,,,,,,,,,
5,Ford,Bronco,2022.0,SUV / crossover,Blue (AREA 51),GRAY/BLACK,0 mi,1FMDE5BH9NLB13062,F11684,"$42,214",DeMontrond Ford,"3944 US 59 S Cleveland, TX 77328",,,,,,,,,,,,,,,,,,
6,Ford,Bronco,2022.0,SUV / crossover,CYBER ORANGE,VINYL BLACK,0 mi,1FMDE5CP1NLB31612,F11678,"$44,694",DeMontrond Ford,"3944 US 59 S Cleveland, TX 77328",,,,,,,,,,,,,,,,,,
7,Ford,Bronco,2022.0,SUV / crossover,Cactus Gray,Gray,67 mi,1FMDE5BH7NLA91420,NLA91420,"$47,745",North Central Ford,"1819 North Central Expressway Richardson, TX 75080",Outer Banks 4-Door 4WD,,,,,,,,,,,,,,,,,
8,Ford,Bronco,2022.0,SUV / crossover,Blue (Area 51),Black Onyx,,1FMDE5AH3NLA81680,22T6461,"$48,365",Bob Tomes Ford,"950 S Central Expy Mc Kinney, TX 75070",Big Bend 2-Door 4WD,,,,,,,,,,,,,,,,,
9,Ford,Bronco,2022.0,SUV / crossover,Carbonized Gray Metallic,Dark Space Gray,0 mi,1FMDE5BHXNLB40187,NLB40187,"$48,795",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",4-Door 4WD,,,,,,,,,,,,,,,,,
10,Ford,Bronco,2022.0,SUV / crossover,Cactus Gray,Dark Space Gray,0 mi,1FMDE5BH1NLB39851,NLB39851,"$48,795",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",4-Door 4WD,,,,,,,,,,,,,,,,,
11,Ford,Bronco,2022.0,SUV / crossover,Carbonized Gray Metallic,Dark Space Gray,0 mi,1FMDE5BHXNLB40402,NLB40402,"$48,905",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",4-Door 4WD,,,,,,,,,,,,,,,,,
12,Ford,Bronco,2022.0,SUV / crossover,Blue (Area 51),Dark Space Gray,0 mi,1FMDE5BH5NLB41649,NLB41649,"$48,990",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",4-Door 4WD,,,,,,,,,,,,,,,,,
13,Ford,Bronco,2022.0,SUV / crossover,Velocity Blue Metallic,Blue (Roast),10 mi,1FMDE5BH4NLA82318,22T219,"$63,045","J.O. Williams Motors, Inc.","419 E Broadway Ave. Gladewater, TX 75647",Outer Banks 4-Door 4WD,,,,,,,,,,,,,,,,,
14,Ford,Bronco,2022.0,SUV / crossover,Cyber Orange Tricoat,Dark Space Gray,0 mi,1FMDE5BH9NLB40021,NLB40021,"$49,390",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",4-Door 4WD,,,,,,,,,,,,,,,,,
15,Ford,Bronco,2022.0,SUV / crossover,Iconic Silver,Dark Space Gray,0 mi,1FMDE5BH3NLB39835,NLB39835,"$49,420",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",4-Door 4WD,,,,,,,,,,,,,,,,,
16,Ford,Bronco,2022.0,SUV / crossover,Race Red,Red (Pv),15 mi,1FMDE5CP9NLB31549,221306,"$51,895",SouthWest Ford,"3000 Fort Worth Hwy Weatherford, TX 76087",,,,,,,,,,,,,,,,,,
17,Ford,Bronco,2022.0,SUV / crossover,Oxford White,Dark Space Gray,8 mi,1FMDE5BH5NLB26410,NLB26410,"$52,555",Grapevine Ford Lincoln,"801 E State Highway 114 Grapevine, TX 76051",,,,,,,,,,,,,,,,,,
18,Ford,Bronco,2022.0,SUV / crossover,Blue (Area 51),Dark Space Gray,0 mi,1FMEE5BP5NLB39024,NLB39024,"$54,965",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",Big Bend 4-Door 4WD,,,,,,,,,,,,,,,,,
19,Ford,Bronco,2022.0,SUV / crossover,Cactus Gray,Dark Space Gray,0 mi,1FMDE5BH2NLB28163,NLB28163,"$55,470",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",Big Bend 4-Door 4WD,,,,,,,,,,,,,,,,,
20,Ford,Bronco,2022.0,SUV / crossover,Eruption Green Metallic,Dark Space Gray,0 mi,1FMDE5BH5NLB40565,NLB40565,"$55,665",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",Big Bend 4-Door 4WD,,,,,,,,,,,,,,,,,
21,Ford,Bronco,2022.0,SUV / crossover,Shadow Black,Dark Space Gray,0 mi,1FMDE5DH5NLB09961,NLB09961,"$55,725",Westway Ford,"801 W. Airport Fwy. Irving, TX 75062",Outer Banks Advanced 4-Door 4WD,,,,,,,,,,,,,,,,,
22,Ford,Bronco,2022.0,SUV / crossover,Carbonized Gray Metallic,Dark Space Gray,0 mi,1FMEE5BP5NLB39217,NLB39217,"$55,955",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",Big Bend 4-Door 4WD,,,,,,,,,,,,,,,,,
23,Ford,Bronco,2022.0,SUV / crossover,Shadow Black,Dark Space Gray,0 mi,1FMEE5DHXNLB10494,NLB10494,"$56,010",Westway Ford,"801 W. Airport Fwy. Irving, TX 75062",Badlands Advanced 4-Door 4WD,,,,,,,,,,,,,,,,,
24,Ford,Bronco,2022.0,SUV / crossover,Race Red,Dark Space Gray,0 mi,1FMEE5BP2NLB40311,NLB40311,"$56,460",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",Big Bend 4-Door 4WD,,,,,,,,,,,,,,,,,
25,Ford,Bronco,2022.0,SUV / crossover,Oxford White,Dark Space Gray,0 mi,1FMEE5BP2NLB40390,NLB40390,"$56,765",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",Big Bend 4-Door 4WD,,,,,,,,,,,,,,,,,
26,Ford,Bronco,2022.0,SUV / crossover,VELOCITY BLUE,Blue (SANDSTONE),3 mi,1FMEE5DP4NLB30943,F11665,"$56,789",DeMontrond Ford,"3944 US 59 S Cleveland, TX 77328",,,,,,,,,,,,,,,,,,
27,Ford,Bronco,2022.0,SUV / crossover,Carbonized Gray Metallic,Dark Space Gray,0 mi,1FMEE5BP9NLB46851,NLB46851,"$57,960",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",Big Bend 4-Door 4WD,,,,,,,,,,,,,,,,,
28,Ford,Bronco,2022.0,SUV / crossover,Oxford White,Dark Space Gray,0 mi,1FMEE5DH7NLB05611,NLB05611,"$58,730",Westway Ford,"801 W. Airport Fwy. Irving, TX 75062",Badlands Advanced 4-Door 4WD,,,,,,,,,,,,,,,,,
29,Ford,Bronco,2021.0,SUV / crossover,Oxford White,Dark Space Gray,61 mi,1FMEE5DP0MLB02135,MLB02135,"$59,815",Grapevine Ford Lincoln,"801 E State Highway 114 Grapevine, TX 76051",,,,,,,,,,,,,,,,,,
30,Ford,Bronco,2022.0,SUV / crossover,Cactus Gray,Dark Space Gray,0 mi,1FMDE5BH5NLB16055,T37119,"$59,965",Town East Ford,"18411 L.B.J. Fwy. Mesquite, TX 75150",Big Bend 4-Door 4WD,,,,,,,,,,,,,,,,,
31,Ford,Bronco,2022.0,SUV / crossover,Cactus Gray,CLOTH GRAY/NAVY SEATS BLACK ONYX INTERIOR,0 mi,1FMDE5AP1NLB44511,NLB44511,"$60,100",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",Outer Banks 2-Door 4WD,,,,,,,,,,,,,,,,,
32,Ford,Bronco,2022.0,SUV / crossover,Carbonized Gray,Dark Space Gray,0 mi,1FMDE5BH1NLB27182,T37292,"$60,460",Town East Ford,"18411 L.B.J. Fwy. Mesquite, TX 75150",Big Bend 4-Door 4WD,,,,,,,,,,,,,,,,,
33,Ford,Bronco,2022.0,SUV / crossover,Velocity Blue,Dark Space Gray,0 mi,1FMDE5BH9NLB39290,NLB39290,"$60,950",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",Outer Banks 4-Door 4WD,,,,,,,,,,,,,,,,,
34,Ford,Bronco,2022.0,SUV / crossover,Cactus Gray,LTHR-TRM/VINYL SSTONE/BLK STS BLACK ONYX INTERIOR,0 mi,1FMEE5DP6NLB31804,NLB31804,"$61,430",Westway Ford,"801 W. Airport Fwy. Irving, TX 75062",,,,,,,,,,,,,,,,,,
35,Ford,Bronco,2022.0,SUV / crossover,Shadow Black,Dark Space Gray,0 mi,1FMEE5DP0NLB43298,NLB43298,"$63,970",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",Outer Banks Advanced 4-Door 4WD,,,,,,,,,,,,,,,,,
36,Ford,Bronco,2022.0,SUV / crossover,Shadow Black,LTHR-TRM/VINYL GRAY/NAVY STS BLACK ONYX INTERIOR,0 mi,1FMDE5AP2NLB44422,NLB44422,"$66,550",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",Outer Banks 2-Door 4WD,,,,,,,,,,,,,,,,,
37,Ford,Bronco,2022.0,SUV / crossover,Blue (Area 51),Dark Space Gray,0 mi,1FMEE5DP2NLA84321,NLA84321,"$67,335",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",Outer Banks Advanced 4-Door 4WD,,,,,,,,,,,,,,,,,
38,Ford,Bronco,2022.0,SUV / crossover,Velocity Blue,,66 mi,1FMDE5BH6NLB13259,1060,"$70,823",Electro Car,"2000 Southwest 5th Street Lincoln, NE 68522",,,,,,,,,,,,,,,,,,
39,Ford,Bronco,2022.0,SUV / crossover,Oxford White,Dark Space Gray,2 mi,1FMEE5BP8NLA75917,NLA75917,"$66,540",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",Outer Banks 4-Door 4WD,,,,,,,,,,,,,,,,,
40,Ford,Bronco,2022.0,SUV / crossover,Blue (Area 51),Dark Space Gray,0 mi,1FMDE5DH7NLB25868,T37293,"$72,430",Town East Ford,"18411 L.B.J. Fwy. Mesquite, TX 75150",Outer Banks Advanced 4-Door 4WD,,,,,,,,,,,,,,,,,
41,Ford,Bronco,2022.0,SUV / crossover,Blue (Area 51),Dark Space Gray,0 mi,1FMEE5DH9NLB06470,T37118,"$75,220",Town East Ford,"18411 L.B.J. Fwy. Mesquite, TX 75150",,,,,,,,,,,,,,,,,,
42,Ford,Bronco,2022.0,SUV / crossover,HOT Pepper Red MET Tint,Dark Space Gray,0 mi,1FMEE5BP5NLB17640,T37117,"$75,575",Town East Ford,"18411 L.B.J. Fwy. Mesquite, TX 75150",,,,,,,,,,,,,,,,,,
43,Ford,Bronco,2022.0,SUV / crossover,Blue (Area 51),Dark Space Gray,0 mi,1FMEE5DH7NLB23705,T37236,"$76,595",Town East Ford,"18411 L.B.J. Fwy. Mesquite, TX 75150",,,,,,,,,,,,,,,,,,
44,Ford,Bronco,2022.0,SUV / crossover,Oxford White,Dark Space Gray,0 mi,1FMDE5BH6NLB06084,T37147,"$77,105",Town East Ford,"18411 L.B.J. Fwy. Mesquite, TX 75150",Outer Banks 4-Door 4WD,,,,,,,,,,,,,,,,,
45,Ford,Bronco,2022.0,SUV / crossover,Shadow Black,Dark Space Gray,68 mi,1FMEE5BP2NLB10385,T37165,"$79,670",Town East Ford,"18411 L.B.J. Fwy. Mesquite, TX 75150",,,,,,,,,,,,,,,,,,
46,Ford,Bronco,2022.0,SUV / crossover,Cactus Gray,Dark Space Gray,0 mi,1FMEE5DP2NLB48342,T37411,"$79,835",Town East Ford,"18411 L.B.J. Fwy. Mesquite, TX 75150",,,,,,,,,,,,,,,,,,
47,Ford,Bronco,2022.0,SUV / crossover,Eruption Green Metallic,Dark Space Gray,18 mi,1FMDE5DHXNLA93191,6703E5D,"$81,385",Town East Ford,"18411 L.B.J. Fwy. Mesquite, TX 75150",Outer Banks Advanced 4-Door 4WD,,,,,,,,,,,,,,,,,
48,Ford,Bronco,2022.0,SUV / crossover,Race Red,CLOTH SANDSTONE/BLK SEATS BLACK ONYX INTERIOR,0 mi,1FMEE5DP4NLB22776,T37190,"$83,895",Town East Ford,"18411 L.B.J. Fwy. Mesquite, TX 75150",,,,,,,,,,,,,,,,,,
49,Ford,Bronco,2022.0,SUV / crossover,Carbonized Gray Metallic,Dark Space Gray,0 mi,1FMEE5DP4NLB49458,T37407,"$85,000",Town East Ford,"18411 L.B.J. Fwy. Mesquite, TX 75150",,,,,,,,,,,,,,,,,,
50,Ford,Bronco,2022.0,SUV / crossover,Blue (Area 51),Blue (STONE),22 mi,1FMEE5DP6NLB08152,NLB08152,"$85,040",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",Wildtrak Advanced 4-Door 4WD,,,,,,,,,,,,,,,,,
51,Ford,Bronco,2022.0,SUV / crossover,Blue (Area 51),LTHR-TRM/VINYL SSTONE/BLK STS BLACK ONYX INTERIOR,0 mi,1FMEE5DP4NLB30618,T37301,"$85,165",Town East Ford,"18411 L.B.J. Fwy. Mesquite, TX 75150",,,,,,,,,,,,,,,,,,
52,Ford,Bronco,2022.0,SUV / crossover,Cyber Orange Tricoat,LTHR-TRM/VINYL SSTONE/BLK STS BLACK ONYX INTERIOR,0 mi,1FMEE5DP6NLB30670,T37291,"$87,455",Town East Ford,"18411 L.B.J. Fwy. Mesquite, TX 75150",,,,,,,,,,,,,,,,,,
53,Ford,Bronco,2022.0,SUV / crossover,Blue (Area 51),LTHR-TRM/VINYL SSTONE/BLK STS BLACK ONYX INTERIOR,0 mi,1FMEE5DP1NLB32438,T37290,"$87,480",Town East Ford,"18411 L.B.J. Fwy. Mesquite, TX 75150",,,,,,,,,,,,,,,,,,
54,Ford,Bronco,2022.0,SUV / crossover,Blue (Area 51),Dark Space Gray,0 mi,1FMEE5DP6NLB32497,T37326,"$88,825",Town East Ford,"18411 L.B.J. Fwy. Mesquite, TX 75150",,,,,,,,,,,,,,,,,,
55,Ford,Bronco,2022.0,SUV / crossover,,,,1FMDE5BH8NLA99865,A99865,"$102,000",Carrio MotorCars,"5120 N State Road 7 Ft. Lauderdale, FL 33319",Big Bend 4-Door 4WD,,,,,,,,,,,,,,,,,
56,Ford,Bronco,2022.0,SUV / crossover,Carbonized Gray,CLOTH GRAY,0 mi,1FMDE5CH3NLB11483,T37173,4WD,Town East Ford,"18411 L.B.J. Fwy. Mesquite, TX 75150",Outer Banks Advanced 2-Door 4WD,,,,,,,,,,,,,,,,,
57,Ford,Bronco,2022.0,SUV / crossover,Chili Pepper Red,Black (blk),,1FMDE5CP4NLB43754,7259E5C,"$77,915",Town East Ford,"18411 L.B.J. Fwy. Mesquite, TX 75150",Advanced 2-Door 4WD,,,,,,,,,,,,,,,,,
58,Ford,Bronco,2022.0,SUV / crossover,Iconic Silver,Black Onyx,0 mi,1FMEE5BP3NLB24179,X24179,4WD,Planet Ford Dallas,"3333 Inwood Road Dallas, TX 75235",Big Bend 4-Door 4WD,,,,,,,,,,,,,,,,,
59,Ford,Bronco,2022.0,SUV / crossover,,,1 mi,1FMEE5DP6NLB30846,NLB30846,4WD,Bill Utter Ford,"4901 S Interstate 35 Denton, TX 76210",Advanced 4-Door 4WD,,,,,,,,,,,,,,,,,
60,Ford,Bronco,2022.0,SUV / crossover,,,1 mi,1FMEE5DPXNLB31207,NLB31207,4WD,Bill Utter Ford,"4901 S Interstate 35 Denton, TX 76210",Advanced 4-Door 4WD,,,,,,,,,,,,,,,,,
61,Ford,Bronco,2022.0,SUV / crossover,,,5 mi,1FMDE5CP2NLB30694,NLB30694,4WD,Bill Utter Ford,"4901 S Interstate 35 Denton, TX 76210",Advanced 2-Door 4WD,,,,,,,,,,,,,,,,,
62,Ford,Bronco,2022.0,SUV / crossover,White,Black,25 mi,1FMEE5DP1NLB30348,49691,Bronco,Mac Haik Ford Desoto,"515 I-35 Se Desoto, TX 75115",,,,,,,,,,,,,,,,,,
63,Ford,Bronco,2022.0,SUV / crossover,Black,Black,25 mi,1FMEE5DH8NLB30937,49690,Bronco,Mac Haik Ford Desoto,"515 I-35 Se Desoto, TX 75115",,,,,,,,,,,,,,,,,,
64,Ford,Bronco,2021.0,SUV / crossover,Carbonized Gray Metallic,Gray (Medium Sandstone),"9,737 mi",1FMEE5DP1MLA65175,FA1343,4WD,Mac Haik Ford Desoto,"515 I-35 Se Desoto, TX 75115",Wildtrak Advanced 4-Door 4WD,,,,,,,,,,,,,,,,,
65,Ford,Maverick,2022.0,Pickup truck,Oxford White,Black Onyx/Medium Dark Slate,8 mi,3FTTW8E90NRA67741,NRA67741,"$25,490",North Central Ford,"1819 North Central Expressway Richardson, TX 75080",XL SuperCrew FWD,,,,,,,,,,,,,,,,,
66,Ford,Maverick,2022.0,Coupe,Iconic Silver,Black Onyx/Medium Dark Slate,0 mi,3FTTW8E96NRA84009,NRA84009,"$32,675",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",,,,,,,,,,,,,,,,,,
67,Ford,Maverick,2022.0,Coupe,Blue (Area 51),Black Onyx/Medium Dark Slate,0 mi,3FTTW8E9XNRA83302,NRA83302,"$32,690",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",,,,,,,,,,,,,,,,,,
68,Ford,Maverick,2022.0,Coupe,Gray (Cactus Grey),Black Onyx/Medium Dark Slate,2 mi,3FTTW8E9XNRA77130,NRA77130,"$33,225",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",,,,,,,,,,,,,,,,,,
69,Ford,Maverick,2022.0,Coupe,Velocity Blue,Black Onyx/Medium Dark Slate,0 mi,3FTTW8E95NRA78654,NRA78654,"$33,400",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",,,,,,,,,,,,,,,,,,
70,Ford,Maverick,2022.0,Coupe,Gray (Cactus Grey),Black Onyx/Medium Dark Slate,0 mi,3FTTW8F97NRA83921,NRA83921,"$34,795",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",,,,,,,,,,,,,,,,,,
71,Ford,Maverick,2022.0,Pickup truck,Gray (Cactus Grey),Desert Brown,29 mi,3FTTW8F94NRA74786,NRA74786,"$47,840",Grapevine Ford Lincoln,"801 E State Highway 114 Grapevine, TX 76051",Lariat SuperCrew AWD,,,,,,,,,,,,,,,,,
72,Ford,Maverick,2022.0,Coupe,Gray (Carbonized Grey Metallic),Blue (Navy Pier/Medium Slate),0 mi,3FTTW8F93NRA77856,NRA77856,"$39,355",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",,,,,,,,,,,,,,,,,,
73,Ford,Maverick,2022.0,Pickup truck,Gray,Gray,193 mi,3FTTW8F98NRA45047,2001820371,"$41,990",Carvana,"701 E. Palace Parkway Grand Prairie, TX 75050",XLT SuperCrew AWD,,,,,,,,,,,,,,,,,
74,Ford,Maverick,2022.0,Coupe,Velocity Blue Metallic,Desert Brown,0 mi,3FTTW8E94NRA78290,NRA78290,"$42,955",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",,,,,,,,,,,,,,,,,,
75,Ford,Maverick,2022.0,Pickup truck,Blue,Black,229 mi,3FTTW8F99NRA41511,2001774094,"$42,990",Carvana,"701 E. Palace Parkway Grand Prairie, TX 75050",XLT SuperCrew AWD,,,,,,,,,,,,,,,,,
76,Ford,Maverick,2022.0,Coupe,Desert Brown,Desert Brown,0 mi,3FTTW8E38NRA74206,NRA74206,"$43,245",Grand Prairie Ford,"701 E. Palace Parkway Grand Prairie, TX 75050",,,,,,,,,,,,,,,,,,
77,Ford,Maverick,2022.0,Pickup truck,Gray,Gray,58 mi,3FTTW8F98NRA53665,2001829203,"$43,590",Carvana,"701 E. Palace Parkway Grand Prairie, TX 75050",XLT SuperCrew AWD,,,,,,,,,,,,,,,,,
78,Ford,Maverick,2022.0,Coupe,Blue,,10 mi,3FTTW8E9XNRA75197,NRA75197,Maverick,Bill Utter Ford,"4901 S Interstate 35 Denton, TX 76210",,,,,,,,,,,,,,,,,,
79,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/light Grey) Premium Leath,8 mi,1GT40FDA4NU100450,B44982,"$110,295",Haggerty Buick GMC Inc,"300 W Roosevelt Rd Villa Park, IL 60181",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
80,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/Light Grey),10 mi,1GT40FDA6NU100367,9N457,"$110,295",Haggerty Buick GMC Inc,"300 W Roosevelt Rd Villa Park, IL 60181",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
81,GMC,Hummer,2022.0,SUV / crossover,INTERSTELLAR WHITE,JET BLACK/LIGHT GREY,8 mi,1GT40FDA2NU100253,NU100253,"$111,144",Buick GMC of Beaverton,"9155 SW Canyon Road Portland, OR 97225",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
82,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/Light Grey),13 mi,1GT40FDA3NU100794,NU100794,"$112,839",Sterling McCall Buick GMC,"10422 Southwest Fwy Building D Houston, TX 77074",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
83,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/Light Grey),5 mi,1GT40FDAXNU100422,22T00422,"$113,744",Hardin Buick GMC,"1321 Auto Center Dr Anaheim, CA 92806",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
84,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/light Grey),5 mi,1GT40FDAXNU100341,N1591,AWD,Rivard Buick GMC,"9740 Adamo Dr Tampa, FL 33619",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
85,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/light Grey) Premium Leath,5 mi,1GT40FDA8NU100645,G22158,"$114,290",Rivard Buick GMC,"9740 Adamo Dr Tampa, FL 33619",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
86,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/Light Grey),11 mi,1GT40FDA6NU100305,NU100305,"$114,590",Sterling McCall Buick GMC,"10422 Southwest Fwy Building D Houston, TX 77074",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
87,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/light Grey) Premium Leath,0 mi,1GT40FDAXNU100517,60517,"$115,139",Sterling McCall Buick GMC,"10422 Southwest Fwy Building D Houston, TX 77074",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
88,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/Light Grey),3 mi,1GT40FDA3NU100729,20239,"$115,139",Sterling McCall Buick GMC,"10422 Southwest Fwy Building D Houston, TX 77074",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
89,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/Light Grey),11 mi,1GT40FDA1NU100552,NU100552,"$115,139",Sterling McCall Buick GMC,"10422 Southwest Fwy Building D Houston, TX 77074",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
90,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/Light Grey),11 mi,1GT40FDA4NU100674,NU100674,"$115,139",Sterling McCall Buick GMC,"10422 Southwest Fwy Building D Houston, TX 77074",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
91,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/Light Grey),13 mi,1GT40FDA4NU100688,NU100688,"$115,139",Sterling McCall Buick GMC,"10422 Southwest Fwy Building D Houston, TX 77074",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
92,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/Light Grey),,1GT40FDA6NU100756,NU100756,"$115,139",Mark Sweeney Buick GMC,"3365 Highland Ave Cincinnati, OH 45213",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
93,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/Light Grey),5 mi,1GT40FDA3NU100407,NU100407,"$115,439",Sterling McCall Buick GMC,"10422 Southwest Fwy Building D Houston, TX 77074",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
94,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/Light Grey),0 mi,1GT40FDA6NU100658,ZJFSDZ,AWD,Art Moran Buick GMC,"29300 Telegraph Rd Southfield, MI 48034",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
95,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/Light Grey),2 mi,1GT40FDA9NU100427,23835,AWD,Quality Chevrolet Buick GMC,"386 Grand Ave Englewood, NJ 07631",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
96,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/light Grey),3 mi,1GT40FDAXNU100467,G2221,AWD,Brotherton Cadillac Buick GMC in Renton,"215 SW 12th Street Renton, WA 98055",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
97,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/Light Grey),3 mi,1GT40FDA1NU100471,G30017,AWD,Buick GMC of Bellevue,"13400 Northeast 20th Street Bellevue, WA 98005",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
98,GMC,Hummer,2022.0,SUV / crossover,Interstellar White,Lunar Horizon (Jet Black/Light Grey),6 mi,1GT40FDA4NU100657,M22147,AWD,Zeigler Buick GMC of Lincolnwood,"6900 N McCormick Blvd Lincolnwood, IL 60712",Edition 1 Crew Cab AWD,,,,,,,,,,,,,,,,,
